STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
OKLAHOMA,40,4023040,OOLOGAH-TALALA,402304001228,OOLOGAH-TALALA HS,145,85-89,41,GE90,6,GE50,.,.,4,PS,7,GE50,87,85-89,14,GE50,40,80-89,1,PS,01JUL17
OKLAHOMA,40,4023280,OWASSO,402328001235,OWASSO HS,728,87,128,85-89,26,GE80,38,70-79,56,70-79,32,80-89,448,89,55,70-79,145,70-74,10,GE50,01JUL17
OKLAHOMA,40,4023340,PADEN,402334001238,PADEN HS,24,GE80,6,GE50,1,PS,1,PS,2,PS,.,.,14,GE50,7,GE50,13,GE50,3,PS,01JUL17
OKLAHOMA,40,4023370,PANAMA,402337001241,PANAMA HS,78,GE95,20,GE80,1,PS,3,PS,5,PS,1,PS,48,GE90,13,GE50,62,90-94,.,.,01JUL17
OKLAHOMA,40,4023400,PANOLA,402340001243,PANOLA HS,11,GE50,6,GE50,.,.,.,.,.,.,.,.,5,PS,3,PS,11,GE50,.,.,01JUL17
OKLAHOMA,40,4023430,PAOLI,402343001245,PAOLI HS,17,GE80,2,PS,.,.,.,.,2,PS,5,PS,8,GE50,2,PS,15,GE50,.,.,01JUL17
OKLAHOMA,40,4023550,PAULS VALLEY,402355001870,PAULS VALLEY HS,136,90-94,23,GE80,6,GE50,5,PS,34,80-89,3,PS,65,90-94,24,GE80,61,90-94,7,GE50,01JUL17
OKLAHOMA,40,4023580,PAWHUSKA,402358001252,PAWHUSKA HS,77,60-64,39,60-69,.,.,2,PS,2,PS,3,PS,31,60-69,14,GE50,31,50-59,.,.,01JUL17
OKLAHOMA,40,4023610,PAWNEE,402361001255,PAWNEE HS,59,70-79,10,GE50,1,PS,1,PS,.,.,10,GE50,37,80-89,6,GE50,34,60-69,.,.,01JUL17
OKLAHOMA,40,4023800,PERKINS-TRYON,402380001260,PERKINS-TRYON HS,114,80-84,22,GE80,1,PS,4,PS,3,PS,.,.,84,80-84,25,GE80,34,70-79,.,.,01JUL17
OKLAHOMA,40,4023850,PERRY,402385001266,PERRY HS,62,85-89,7,GE50,1,PS,5,PS,1,PS,.,.,48,80-89,8,GE50,23,60-79,1,PS,01JUL17
OKLAHOMA,40,4023970,PIEDMONT,402397001272,PIEDMONT HS,216,89,31,80-89,11,GE50,16,GE80,10,GE50,.,.,148,90-94,13,GE50,29,GE80,.,.,01JUL17
OKLAHOMA,40,4024180,PITTSBURG,402418001276,PITTSBURG HS,9,GE50,5,PS,.,.,.,.,1,PS,.,.,3,PS,2,PS,3,PS,.,.,01JUL17
OKLAHOMA,40,4024240,PLAINVIEW,402424001278,PLAINVIEW HS,116,85-89,10,GE50,8,GE50,5,PS,4,PS,14,GE50,75,80-84,25,GE80,30,GE80,.,.,01JUL17
OKLAHOMA,40,4024510,PIONEER-PLEASANT VALE,402451001284,PIONEER-PLEASANT VALE HS,36,GE90,1,PS,.,.,2,PS,2,PS,.,.,31,GE90,2,PS,18,GE80,1,PS,01JUL17
OKLAHOMA,40,4024630,POCOLA,402463001288,POCOLA HS,75,70-74,14,GE50,.,.,.,.,4,PS,15,GE50,42,70-79,18,60-79,31,50-59,1,PS,01JUL17
OKLAHOMA,40,4024690,PONCA CITY,402469001296,PONCA CITY HS,327,85,40,70-79,7,GE50,10,GE50,38,80-89,19,60-79,213,85-89,42,80-89,142,80-84,4,PS,01JUL17
OKLAHOMA,40,4024720,POND CREEK-HUNTER,402472001303,POND CREEK-HUNTER HS,24,GE80,1,PS,1,PS,.,.,1,PS,3,PS,18,GE80,3,PS,8,GE50,.,.,01JUL17
OKLAHOMA,40,4024840,PORUM,402484001307,PORUM HS,30,60-79,15,GE50,.,.,.,.,.,.,.,.,15,GE50,4,PS,28,60-79,.,.,01JUL17
OKLAHOMA,40,4024870,POTEAU,402487001310,POTEAU HS,166,85-89,28,60-79,3,PS,2,PS,22,GE80,25,GE80,86,85-89,17,60-79,76,80-84,1,PS,01JUL17
OKLAHOMA,40,4024930,PRAGUE,402493001313,PRAGUE HS,83,80-84,14,GE50,.,.,3,PS,2,PS,4,PS,60,80-89,13,GE50,24,60-79,.,.,01JUL17
OKLAHOMA,40,4025050,PRESTON,402505001315,PRESTON HS,58,GE90,9,GE50,.,.,14,GE50,3,PS,7,GE50,25,GE80,3,PS,24,GE80,.,.,01JUL17
OKLAHOMA,40,4025170,PRUE,402517001319,PRUE HS,20,GE80,.,.,.,.,.,.,.,.,5,PS,15,GE50,6,GE50,16,GE80,.,.,01JUL17
OKLAHOMA,40,4025200,PRYOR,402520001322,PRYOR HS,212,75-79,80,75-79,.,.,3,PS,10,GE50,10,GE50,109,80-84,27,60-79,90,65-69,4,PS,01JUL17
OKLAHOMA,40,4025200,PRYOR,402520001323,PRYOR JHS,6,LT50,3,PS,.,.,.,.,.,.,.,.,3,PS,1,PS,.,.,.,.,01JUL17
OKLAHOMA,40,4025230,PURCELL,402523001328,PURCELL HS,104,80-84,13,GE50,.,.,2,PS,26,60-79,1,PS,62,80-84,15,GE50,44,70-79,9,GE50,01JUL17
OKLAHOMA,40,4025290,PUTNAM CITY,402529001342,PUTNAM CITY HS,454,83,17,GE80,28,GE80,105,85-89,105,75-79,37,80-89,162,80-84,55,80-89,261,80-84,17,60-79,01JUL17
OKLAHOMA,40,4025290,PUTNAM CITY,402529001343,PUTNAM CITY WEST HS,398,71,13,GE50,8,GE50,78,65-69,151,70-74,27,40-59,121,70-74,79,65-69,269,70-74,39,40-49,01JUL17
OKLAHOMA,40,4025290,PUTNAM CITY,402529001871,PUTNAM CITY NORTH HS,479,89,12,GE50,32,GE90,152,85-89,44,80-89,22,GE80,217,85-89,54,70-79,191,85-89,5,PS,01JUL17
OKLAHOMA,40,4025320,QUAPAW,402532001351,QUAPAW HS,46,80-89,18,GE80,.,.,.,.,.,.,.,.,28,GE80,9,GE50,27,GE80,.,.,01JUL17
OKLAHOMA,40,4025410,QUINTON,402541029745,QUINTON HS,34,70-79,12,GE50,.,.,1,PS,3,PS,1,PS,17,40-59,11,GE50,26,60-79,.,.,01JUL17
OKLAHOMA,40,4025470,CANEY VALLEY,402547001357,CANEY VALLEY HS,46,GE90,16,GE80,1,PS,.,.,.,.,6,GE50,23,GE80,6,GE50,26,GE80,.,.,01JUL17
OKLAHOMA,40,4025500,RATTAN,402550001362,RATTAN HS,29,GE80,8,GE50,.,.,.,.,.,.,.,.,21,GE80,3,PS,13,GE50,.,.,01JUL17
OKLAHOMA,40,4025590,RED OAK,402559001366,RED OAK HS,25,GE80,13,GE50,.,.,1,PS,.,.,.,.,11,GE50,3,PS,17,GE80,.,.,01JUL17
OKLAHOMA,40,4025800,REYDON,402580001371,REYDON HS,3,PS,.,.,.,.,.,.,.,.,.,.,3,PS,.,.,2,PS,.,.,01JUL17
OKLAHOMA,40,4025860,RINGLING,402586001373,RINGLING HS,35,80-89,12,GE50,.,.,.,.,1,PS,.,.,22,GE80,5,PS,24,GE80,1,PS,01JUL17
OKLAHOMA,40,4025860,RINGLING,402586001374,RINGLING JHS,5,PS,.,.,.,.,.,.,.,.,.,.,5,PS,1,PS,1,PS,.,.,01JUL17
OKLAHOMA,40,4025920,RINGWOOD,402592001376,RINGWOOD HS,26,GE80,1,PS,.,.,.,.,4,PS,.,.,21,GE80,3,PS,12,GE50,2,PS,01JUL17
OKLAHOMA,40,4025950,RIPLEY,402595001378,RIPLEY HS,40,GE90,23,GE80,1,PS,.,.,3,PS,.,.,13,GE50,5,PS,36,GE90,.,.,01JUL17
OKLAHOMA,40,4026280,ROFF,402628001383,ROFF HS,26,GE80,8,GE50,.,.,.,.,1,PS,.,.,17,GE80,5,PS,10,GE50,.,.,01JUL17
OKLAHOMA,40,4026310,ROLAND,402631001385,ROLAND HS,116,80-84,22,GE80,.,.,6,GE50,9,GE50,23,60-79,56,80-89,23,60-79,85,80-84,.,.,01JUL17
OKLAHOMA,40,4026310,ROLAND,402631001386,ROLAND JHS,1,PS,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,.,.,01JUL17
OKLAHOMA,40,4026550,RUSH SPRINGS,402655001390,RUSH SPRINGS HS,34,80-89,3,PS,.,.,.,.,1,PS,.,.,30,GE80,9,GE50,18,GE80,.,.,01JUL17
OKLAHOMA,40,4026610,RYAN,402661001394,RYAN HS,28,GE80,4,PS,.,.,.,.,4,PS,.,.,20,GE80,8,GE50,16,GE80,2,PS,01JUL17
OKLAHOMA,40,4026640,SOUTH COFFEYVILLE,402664001860,SOUTH COFFEYVILLE HS,31,GE90,10,GE50,.,.,.,.,.,.,.,.,21,GE80,6,GE50,12,GE50,.,.,01JUL17
OKLAHOMA,40,4026730,SALINA,402673002075,SALINA HS,89,75-79,61,70-74,.,.,3,PS,2,PS,1,PS,22,GE80,18,GE80,82,80-84,.,.,01JUL17
OKLAHOMA,40,4026790,SALLISAW,402679001401,SALLISAW HS,174,70-74,79,75-79,2,PS,5,PS,11,GE50,1,PS,76,75-79,37,70-79,104,65-69,3,PS,01JUL17
OKLAHOMA,40,4026880,SAND SPRINGS,402688001405,CHARLES PAGE HS,465,90,95,85-89,1,PS,31,GE90,15,GE50,7,GE50,316,91,67,80-84,194,85-89,2,PS,01JUL17
OKLAHOMA,40,4026880,SAND SPRINGS,402688002383,CENTRAL 9TH GRADE CTR,2,PS,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,01JUL17
OKLAHOMA,40,4026910,SAPULPA,402691001422,SAPULPA HS,374,83,72,85-89,2,PS,8,GE50,19,GE80,50,80-89,223,80-84,48,70-79,166,70-74,3,PS,01JUL17
OKLAHOMA,40,4026910,SAPULPA,402691002223,SAPULPA JHS,3,PS,1,PS,.,.,.,.,.,.,.,.,2,PS,1,PS,3,PS,.,.,01JUL17
OKLAHOMA,40,4026940,SASAKWA,402694001427,SASAKWA HS,19,60-79,7,GE50,.,.,.,.,.,.,2,PS,10,GE50,6,GE50,19,60-79,.,.,01JUL17
OKLAHOMA,40,4027000,SAVANNA,402700001429,SAVANNA HS,45,80-89,14,GE50,1,PS,.,.,2,PS,.,.,28,GE80,9,GE50,24,60-79,.,.,01JUL17
OKLAHOMA,40,4027060,SAYRE,402706001432,SAYRE HS,49,80-89,.,.,1,PS,1,PS,6,GE50,.,.,41,80-89,6,GE50,23,60-79,.,.,01JUL17
OKLAHOMA,40,4027090,SCHULTER,402709001435,SCHULTER HS,12,GE50,3,PS,.,.,.,.,.,.,.,.,9,GE50,6,GE50,10,GE50,.,.,01JUL17
OKLAHOMA,40,4027240,SEILING,402724029665,SEILING JR-SR HS (SR),29,GE80,4,PS,.,.,.,.,1,PS,4,PS,20,GE80,6,GE50,9,GE50,.,.,01JUL17
OKLAHOMA,40,4027300,SEMINOLE,402730029757,SEMINOLE HS,136,80-84,22,60-79,.,.,6,GE50,8,GE50,25,GE80,75,85-89,15,GE50,69,70-74,1,PS,01JUL17
OKLAHOMA,40,4027330,SENTINEL,402733001444,BLANCHE THOMAS HS,27,GE80,.,.,.,.,.,.,6,GE50,.,.,21,GE80,4,PS,17,GE80,1,PS,01JUL17
OKLAHOMA,40,4027390,SEQUOYAH,402739001446,SEQUOYAH HS,105,90-94,41,GE90,2,PS,.,.,1,PS,1,PS,60,GE90,9,GE50,33,80-89,1,PS,01JUL17
OKLAHOMA,40,4027540,SHATTUCK,402754001453,SHATTUCK HS,25,GE80,.,.,1,PS,.,.,4,PS,.,.,20,GE80,4,PS,8,GE50,.,.,01JUL17
OKLAHOMA,40,4027570,SHAWNEE,402757001463,SHAWNEE HS,367,69,63,55-59,4,PS,21,GE80,29,60-79,59,60-69,191,70-74,55,50-59,213,60-64,7,GE50,01JUL17
OKLAHOMA,40,4027630,SHIDLER,402763029726,SHIDLER HS,20,GE80,6,GE50,.,.,.,.,.,.,2,PS,12,GE50,1,PS,9,GE50,.,.,01JUL17
OKLAHOMA,40,4027640,SILO,402764001470,SILO HS,59,70-79,20,60-79,1,PS,.,.,2,PS,1,PS,35,60-69,6,GE50,40,70-79,1,PS,01JUL17
OKLAHOMA,40,4027750,SKIATOOK,402775001475,SKIATOOK HS,198,80-84,40,80-89,1,PS,2,PS,6,GE50,3,PS,146,85-89,33,80-89,75,70-74,1,PS,01JUL17
OKLAHOMA,40,4027840,SMITHVILLE,402784001479,SMITHVILLE HS,21,GE80,7,GE50,.,.,.,.,1,PS,.,.,13,GE50,3,PS,21,GE80,.,.,01JUL17
OKLAHOMA,40,4027930,SNYDER,402793001482,SNYDER HS,40,80-89,1,PS,.,.,5,PS,9,GE50,2,PS,23,GE80,4,PS,23,GE80,.,.,01JUL17
OKLAHOMA,40,4027960,SOPER,402796001485,SOPER HS,21,60-79,12,GE50,.,.,2,PS,.,.,.,.,7,GE50,3,PS,17,GE80,.,.,01JUL17
OKLAHOMA,40,4028170,SPERRY,402817001490,SPERRY HS,94,75-79,38,70-79,1,PS,.,.,4,PS,1,PS,50,70-79,20,60-79,34,70-79,1,PS,01JUL17
OKLAHOMA,40,4028200,SPIRO,402820001493,SPIRO HS,80,75-79,24,GE80,2,PS,8,GE50,3,PS,.,.,43,70-79,8,GE50,54,70-79,.,.,01JUL17
OKLAHOMA,40,4028350,SPRINGER,402835001496,SPRINGER HS,10,GE50,.,.,.,.,.,.,1,PS,4,PS,5,PS,1,PS,4,PS,.,.,01JUL17
OKLAHOMA,40,4028590,STERLING,402859001499,STERLING HS,33,GE90,.,.,.,.,.,.,3,PS,8,GE50,22,GE80,1,PS,12,GE50,.,.,01JUL17
OKLAHOMA,40,4028650,STIGLER,402865001503,STIGLER HS,94,80-84,29,GE80,3,PS,.,.,2,PS,3,PS,57,80-89,16,60-79,53,80-89,.,.,01JUL17
OKLAHOMA,40,4028680,STILLWATER,402868029741,STILLWATER JHS,10,LT50,.,.,1,PS,1,PS,2,PS,.,.,6,LT50,1,PS,2,PS,1,PS,01JUL17
OKLAHOMA,40,4028680,STILLWATER,402868029742,STILLWATER HS,377,90,9,GE50,11,GE50,17,GE80,21,GE80,48,GE90,271,90-94,60,70-79,120,75-79,1,PS,01JUL17
OKLAHOMA,40,4028710,STILWELL,402871001512,STILWELL HS,176,80-84,134,80-84,.,.,.,.,12,GE50,.,.,30,GE80,34,70-79,170,80-84,7,GE50,01JUL17
OKLAHOMA,40,4028800,STONEWALL,402880001515,STONEWALL HS,25,60-79,6,GE50,.,.,.,.,1,PS,1,PS,17,60-79,5,PS,15,GE50,.,.,01JUL17
OKLAHOMA,40,4028980,STRATFORD,402898029668,STRATFORD HS,48,80-89,13,GE50,.,.,2,PS,.,.,1,PS,32,80-89,5,PS,22,GE80,.,.,01JUL17
OKLAHOMA,40,4029010,STRINGTOWN,402901001522,STRINGTOWN HS,29,60-79,18,60-79,.,.,.,.,.,.,.,.,11,GE50,11,GE50,16,60-79,.,.,01JUL17
OKLAHOMA,40,4029040,STROTHER,402904001524,STROTHER HS,27,40-59,10,LT50,.,.,.,.,2,PS,.,.,15,GE50,2,PS,15,LT50,.,.,01JUL17
OKLAHOMA,40,4029070,STROUD,402907001528,STROUD HS,70,85-89,10,GE50,1,PS,4,PS,.,.,.,.,55,80-89,5,PS,33,70-79,.,.,01JUL17
OKLAHOMA,40,4029100,STUART,402910001531,STUART HS,27,GE80,18,GE80,.,.,.,.,1,PS,3,PS,5,PS,4,PS,19,GE80,.,.,01JUL17
OKLAHOMA,40,4029160,SULPHUR,402916001534,SULPHUR HS,109,85-89,29,GE80,2,PS,1,PS,9,GE50,.,.,68,90-94,17,GE80,45,GE90,1,PS,01JUL17
OKLAHOMA,40,4029310,SWEETWATER,402931001539,SWEETWATER HS,6,GE50,.,.,.,.,.,.,1,PS,.,.,5,PS,.,.,6,GE50,.,.,01JUL17
OKLAHOMA,40,4029380,TAHLEQUAH,402938001544,TAHLEQUAH HS,322,87,153,85-89,.,.,5,PS,30,GE80,32,GE90,102,85-89,29,60-79,221,80-84,3,PS,01JUL17
OKLAHOMA,40,4029400,TALIHINA,402940001547,TALIHINA HS,58,60-69,22,60-79,.,.,3,PS,.,.,.,.,33,60-69,11,GE50,32,70-79,2,PS,01JUL17
OKLAHOMA,40,4029430,TALOGA,402943001550,TALOGA HS,5,PS,.,.,.,.,.,.,.,.,.,.,5,PS,2,PS,3,PS,.,.,01JUL17
OKLAHOMA,40,4029610,TECUMSEH,402961001555,TECUMSEH HS,195,85-89,57,GE90,2,PS,4,PS,10,GE50,.,.,122,85-89,22,GE80,73,80-84,2,PS,01JUL17
OKLAHOMA,40,4029640,TEMPLE,402964029651,TEMPLE HS,12,GE50,.,.,.,.,.,.,4,PS,1,PS,7,GE50,2,PS,7,GE50,.,.,01JUL17
OKLAHOMA,40,4029820,TEXHOMA,402982001563,TEXHOMA HS,25,GE80,.,.,.,.,.,.,8,GE50,.,.,17,GE80,3,PS,9,GE50,.,.,01JUL17
OKLAHOMA,40,4029850,THACKERVILLE,402985001565,THACKERVILLE HS,26,60-79,2,PS,.,.,1,PS,.,.,2,PS,21,60-79,3,PS,11,GE50,.,.,01JUL17
OKLAHOMA,40,4029886,MOUNTAIN VIEW-GOTEBO,402988629691,MOUNTAIN VIEW-GOTEBO HS,14,GE50,4,PS,.,.,.,.,.,.,.,.,10,GE50,3,PS,8,GE50,.,.,01JUL17
OKLAHOMA,40,4030030,TIPTON,403003029764,TIPTON HS,18,GE80,2,PS,.,.,1,PS,6,GE50,2,PS,7,GE50,5,PS,12,GE50,1,PS,01JUL17
OKLAHOMA,40,4030048,WOODLAND,403004829730,WOODLAND HS,31,80-89,19,GE80,.,.,1,PS,.,.,.,.,11,GE50,7,GE50,21,GE80,.,.,01JUL17
OKLAHOMA,40,4030060,TISHOMINGO,403006001573,TISHOMINGO HS,64,85-89,28,GE80,.,.,2,PS,3,PS,4,PS,27,GE80,14,GE50,39,80-89,.,.,01JUL17
OKLAHOMA,40,4030120,TONKAWA,403012029686,TONKAWA HS,66,60-64,14,LT50,.,.,1,PS,10,GE50,1,PS,40,60-69,8,GE50,25,40-59,3,PS,01JUL17
OKLAHOMA,40,4030197,PORTER CONSOLIDATED,403019701305,PORTER CONSOLIDATED HS,37,80-89,6,GE50,.,.,.,.,1,PS,11,GE50,19,GE80,3,PS,22,GE80,.,.,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001583,BOOKER T. WASHINGTON HS,343,GE99,11,GE50,11,GE50,119,GE95,51,GE90,29,GE80,122,GE95,7,GE50,135,GE95,.,.,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001596,CENTRAL HS,148,75-79,4,PS,.,.,91,80-84,10,GE50,19,40-59,24,40-59,45,60-69,106,70-74,6,GE50,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001607,EAST CENTRAL HS,262,66,13,LT50,13,GE50,58,70-79,124,65-69,10,GE50,44,50-59,42,60-69,217,65-69,35,60-69,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001608,THOMAS EDISON PREPARATORY HS,279,86,28,60-79,5,PS,43,80-89,31,80-89,16,GE80,156,85-89,47,70-79,116,75-79,4,PS,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001649,MCLAIN HS FOR SCIENCE AND TECH,143,55-59,8,LT50,1,PS,100,55-59,17,60-79,8,GE50,9,GE50,33,40-49,132,55-59,6,LT50,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001650,MEMORIAL HS,245,70,11,GE50,3,PS,90,75-79,45,60-69,20,GE80,76,60-64,53,60-69,166,65-69,10,LT50,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001653,NATHAN HALE HS,244,56,23,60-79,3,PS,53,60-69,93,50-54,17,60-79,55,40-49,61,70-74,196,55-59,39,40-49,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001675,DANIEL WEBSTER HS,120,75-79,17,60-79,.,.,26,GE80,19,60-79,7,GE50,51,60-69,26,60-79,102,70-74,6,LT50,01JUL17
OKLAHOMA,40,4030240,TULSA,403024001679,WILL ROGERS COLLEGE HS,156,90-94,7,GE50,1,PS,62,90-94,41,GE90,18,GE80,27,GE80,10,GE50,116,85-89,3,PS,01JUL17
OKLAHOMA,40,4030240,TULSA,403024002663,TRAICE,205,35,26,21-39,2,PS,46,20-29,41,40-49,14,LT50,76,35-39,39,20-29,132,30-34,11,LT50,01JUL17
OKLAHOMA,40,4030240,TULSA,403024002664,TULSA MET HS,18,21-39,4,PS,.,.,3,PS,4,PS,.,.,7,LT50,1,PS,15,LT50,2,PS,01JUL17
OKLAHOMA,40,4030240,TULSA,403024002736,TRAICE MS,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,01JUL17
OKLAHOMA,40,4030270,TUPELO,403027001684,TUPELO HS,24,GE80,3,PS,1,PS,.,.,2,PS,4,PS,14,GE50,10,GE50,15,GE50,.,.,01JUL17
OKLAHOMA,40,4030300,TURNER,403030001687,TURNER HS,19,GE80,5,PS,.,.,.,.,1,PS,.,.,13,GE50,6,GE50,5,PS,.,.,01JUL17
OKLAHOMA,40,4030330,TURPIN,403033001689,TURPIN HS,30,60-79,.,.,.,.,1,PS,18,60-79,.,.,11,GE50,5,PS,19,60-79,6,LT50,01JUL17
OKLAHOMA,40,4030360,TUSHKA,403036029613,TUSHKA HS,36,GE90,10,GE50,.,.,.,.,.,.,.,.,26,GE80,5,PS,18,GE80,.,.,01JUL17
OKLAHOMA,40,4030420,TUTTLE,403042001695,TUTTLE HS,135,GE95,21,GE80,2,PS,1,PS,7,GE50,2,PS,102,GE95,8,GE50,15,GE50,3,PS,01JUL17
OKLAHOMA,40,4030480,TYRONE,403048001699,TYRONE HS,24,60-79,.,.,.,.,1,PS,6,GE50,1,PS,16,GE80,1,PS,13,GE50,1,PS,01JUL17
OKLAHOMA,40,4030600,UNION,403060001526,UNION NINTH GRADE CENTER,16,LE20,.,.,.,.,1,PS,10,LT50,1,PS,4,PS,1,PS,9,LT50,10,LT50,01JUL17
OKLAHOMA,40,4030600,UNION,403060001704,UNION HS,1188,88,63,80-84,87,90-94,189,85-89,289,80-84,77,90-94,483,93,119,85-89,557,83,52,60-69,01JUL17
OKLAHOMA,40,4030630,UNION CITY,403063001707,UNION CITY HS,26,GE80,.,.,.,.,.,.,3,PS,.,.,23,GE80,6,GE50,6,GE50,.,.,01JUL17
OKLAHOMA,40,4030870,VALLIANT,403087029700,VALLIANT HS,86,75-79,18,GE80,5,PS,3,PS,.,.,.,.,60,80-89,18,GE80,55,80-89,.,.,01JUL17
OKLAHOMA,40,4030960,VANOSS,403096029748,VANOSS HS,35,GE90,13,GE50,.,.,.,.,2,PS,.,.,20,GE80,8,GE50,25,GE80,.,.,01JUL17
OKLAHOMA,40,4030990,VARNUM,403099029758,VARNUM HS,16,GE80,8,GE50,.,.,.,.,1,PS,.,.,7,GE50,2,PS,11,GE50,.,.,01JUL17
OKLAHOMA,40,4031020,VELMA-ALMA,403102029760,VELMA-ALMA HS,41,GE90,.,.,.,.,.,.,1,PS,13,GE50,27,GE80,4,PS,14,GE50,.,.,01JUL17
OKLAHOMA,40,4031080,VERDEN,403108029679,VERDEN HS,23,GE80,3,PS,.,.,1,PS,2,PS,1,PS,16,GE80,3,PS,12,GE50,.,.,01JUL17
OKLAHOMA,40,4031110,VERDIGRIS,403111002278,VERDIGRIS HS,96,80-84,22,GE80,1,PS,1,PS,5,PS,3,PS,64,80-84,17,60-79,15,GE50,2,PS,01JUL17
OKLAHOMA,40,4031140,VIAN,403114001725,VIAN HS,78,85-89,35,80-89,.,.,10,GE50,.,.,1,PS,32,80-89,14,GE50,50,GE90,.,.,01JUL17
OKLAHOMA,40,4031170,VICI,403117029664,VICI HS,29,GE80,1,PS,.,.,.,.,4,PS,.,.,24,GE80,4,PS,14,GE50,1,PS,01JUL17
OKLAHOMA,40,4031290,VINITA,403129001729,VINITA HS,126,75-79,38,70-79,3,PS,8,LT50,7,GE50,8,GE50,62,80-84,24,GE80,83,70-74,.,.,01JUL17
OKLAHOMA,40,4031350,WAGONER,403135001737,WAGONER HS,161,85-89,68,85-89,1,PS,8,GE50,6,GE50,15,GE50,63,90-94,26,GE80,153,90-94,.,.,01JUL17
OKLAHOMA,40,4031470,WALTERS,403147001743,WALTERS HS,59,80-89,7,GE50,.,.,.,.,2,PS,1,PS,49,GE90,4,PS,12,GE50,.,.,01JUL17
OKLAHOMA,40,4031500,WANETTE,403150001745,WANETTE HS,16,GE80,2,PS,.,.,.,.,.,.,1,PS,13,GE50,5,PS,11,GE50,.,.,01JUL17
OKLAHOMA,40,4031590,WAPANUCKA,403159001749,WAPANUCKA HS,16,GE80,6,GE50,.,.,.,.,.,.,.,.,10,GE50,3,PS,4,PS,.,.,01JUL17
OKLAHOMA,40,4031650,WARNER,403165029708,WARNER HS,65,90-94,37,80-89,.,.,.,.,.,.,1,PS,27,GE80,10,GE50,41,80-89,.,.,01JUL17
OKLAHOMA,40,4031710,WASHINGTON,403171001755,WASHINGTON HS,75,GE95,9,GE50,1,PS,.,.,6,GE50,.,.,59,GE90,12,GE50,14,GE50,1,PS,01JUL17
OKLAHOMA,40,4031770,WATONGA,403177001758,WATONGA HS,38,70-79,4,PS,.,.,3,PS,5,PS,4,PS,22,GE80,6,GE50,17,40-59,2,PS,01JUL17
OKLAHOMA,40,4031860,WATTS,403186001762,WATTS HS,29,60-79,2,PS,.,.,.,.,9,GE50,5,PS,13,GE50,3,PS,29,60-79,3,PS,01JUL17
OKLAHOMA,40,4031950,WAUKOMIS,403195001764,WAUKOMIS HS,32,GE90,1,PS,.,.,.,.,1,PS,2,PS,28,GE80,7,GE50,18,GE80,.,.,01JUL17
OKLAHOMA,40,4031980,WAURIKA,403198001767,WAURIKA HS,22,GE80,2,PS,.,.,.,.,6,GE50,.,.,14,GE50,5,PS,14,GE50,.,.,01JUL17
OKLAHOMA,40,4032010,WAYNE,403201001770,WAYNE HS,50,80-89,13,GE50,.,.,.,.,6,GE50,.,.,31,80-89,17,GE80,35,80-89,.,.,01JUL17
OKLAHOMA,40,4032040,WAYNOKA,403204029830,WAYNOKA HS,19,GE80,1,PS,.,.,.,.,3,PS,.,.,15,GE50,3,PS,6,GE50,.,.,01JUL17
OKLAHOMA,40,4032070,WEATHERFORD,403207001776,WEATHERFORD HS,113,90-94,6,GE50,1,PS,1,PS,20,GE80,4,PS,81,GE95,10,GE50,39,80-89,2,PS,01JUL17
OKLAHOMA,40,4032130,WEBBERS FALLS,403213029707,WEBBERS FALLS HS,21,60-79,9,GE50,.,.,.,.,1,PS,1,PS,10,GE50,2,PS,21,60-79,1,PS,01JUL17
OKLAHOMA,40,4032190,WELCH,403219029652,WELCH HS,23,GE80,9,GE50,.,.,.,.,2,PS,.,.,12,GE50,4,PS,13,GE50,.,.,01JUL17
OKLAHOMA,40,4032220,WELEETKA,403222001180,WELEETKA JHS,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,01JUL17
OKLAHOMA,40,4032220,WELEETKA,403222001784,WELEETKA HS,32,70-79,15,GE50,.,.,2,PS,3,PS,2,PS,10,GE50,8,GE50,22,GE80,.,.,01JUL17
OKLAHOMA,40,4032280,WELLSTON,403228001787,WELLSTON HS,56,80-89,13,GE50,.,.,1,PS,1,PS,1,PS,40,GE90,5,PS,26,GE80,.,.,01JUL17
